D:\Data\zcb\2012-12-29-Au2.b\014SMPL.d
强度 vs 时间,计数
采集日期      : 2014/12/29 22:28:58 使用批处理 2012-12-29-Au2.b
时间 [s],Au197
25.715,0.00
25.718,0.00
25.722,0.00
25.725,0.00
25.729,0.00
25.732,0.00
25.736,4.00
25.739,0.00
25.743,0.00
25.746,0.00
25.750,0.00
25.753,0.00
25.757,0.00
25.760,0.00
25.764,0.00
25.767,0.00
25.770,0.00
25.774,0.00
25.778,0.00
25.781,0.00
25.785,9.00
25.788,9.00
25.792,0.00
25.795,0.00
25.799,0.00
25.802,0.00
25.806,0.00
25.809,0.00
25.813,0.00
25.816,0.00
25.820,0.00
25.823,0.00
25.827,0.00
25.830,0.00
25.834,0.00
25.837,1.00
25.841,1.00
25.844,0.00
25.848,0.00
25.851,0.00
25.855,0.00
25.858,0.00
25.862,0.00
25.865,8.00
25.869,0.00
25.872,0.00
25.876,0.00
25.879,2.00
25.883,0.00
25.886,0.00
25.890,0.00
25.893,0.00
25.897,0.00
25.900,0.00
25.904,0.00
25.907,0.00
25.911,0.00
25.914,1.00
25.918,180.36
25.921,0.00
25.925,1.00
25.928,202.46
25.932,0.00
25.935,0.00
25.939,0.00
25.942,0.00
25.946,0.00
25.949,0.00
25.953,0.00
25.956,12.00
25.960,0.00
25.962,0.00
25.967,0.00
25.970,0.00
25.974,0.00
25.977,0.00
25.981,0.00
25.984,0.00
25.988,0.00
25.991,1.00
25.995,4.00
25.998,0.00
26.002,3.00
26.005,3.00
26.009,1.00
26.012,0.00
26.016,0.00
26.019,0.00
26.023,0.00
26.026,0.00
26.030,0.00
26.033,0.00
26.037,0.00
26.040,0.00
26.044,0.00
26.047,0.00
26.051,0.00
26.055,0.00
26.058,0.00
26.062,0.00
26.065,0.00
26.069,0.00
26.072,0.00
26.076,0.00
26.079,0.00
26.083,0.00
26.086,0.00
26.090,0.00
26.093,0.00
26.097,0.00
26.100,0.00
26.104,0.00
26.107,0.00
26.111,0.00
26.114,0.00
26.118,0.00
26.121,5.00
26.125,0.00
26.128,0.00
26.132,0.00
26.135,0.00
26.139,10.00
26.142,580.75
26.146,0.00
26.149,9.00
26.153,0.00
26.156,0.00
26.160,0.00
26.163,0.00
26.167,0.00
26.170,99.11
26.174,0.00
26.177,0.00
26.181,0.00
26.184,0.00
26.188,4.00
26.191,0.00
26.195,3.00
26.198,0.00
26.202,0.00
26.205,0.00
26.209,0.00
26.212,1.00
26.216,0.00
26.218,0.00
26.223,0.00
26.226,7.00
26.230,0.00
26.233,0.00
26.237,0.00
26.240,0.00
26.244,0.00
26.247,0.00
26.251,0.00
26.254,0.00
26.258,0.00
26.261,0.00
26.265,0.00
26.268,0.00
26.272,0.00
26.275,0.00
26.279,0.00
26.282,0.00
26.286,3.00
26.289,0.00
26.293,0.00
26.296,7.00
26.300,0.00
26.303,0.00
26.307,0.00
26.310,0.00
26.314,0.00
26.317,0.00
26.321,0.00
26.324,0.00
26.328,0.00
26.331,0.00
26.335,0.00
26.338,0.00
26.342,0.00
26.345,0.00
26.349,0.00
26.352,0.00
26.356,0.00
26.359,0.00
26.363,0.00
26.366,0.00
26.370,0.00
26.373,0.00
26.377,0.00
26.380,0.00
26.384,0.00
26.387,0.00
26.391,0.00
26.394,0.00
26.398,23.01
26.401,2.00
26.405,0.00
26.408,0.00
26.412,4.00
26.415,0.00
26.419,0.00
26.422,0.00
26.426,0.00
26.429,0.00
26.433,0.00
26.436,0.00
26.440,7.00
26.443,6.00
26.447,0.00
26.450,1.00
26.454,0.00
26.457,0.00
26.461,0.00
26.464,0.00
26.468,0.00
26.471,0.00
26.474,0.00
26.478,0.00
26.482,0.00
26.485,0.00
26.489,0.00
26.492,0.00
26.496,0.00
26.499,0.00
26.503,2.00
26.506,0.00
26.510,0.00
26.513,4.00
26.517,0.00
26.520,0.00
26.524,0.00
26.527,0.00
26.531,0.00
26.534,47.02
26.538,0.00
26.541,0.00
26.545,0.00
26.548,0.00
26.552,0.00
26.555,0.00
26.559,0.00
26.562,0.00
26.566,0.00
26.569,0.00
26.573,0.00
26.576,0.00
26.580,0.00
26.583,0.00
26.587,0.00
26.590,0.00
26.594,0.00
26.597,0.00
26.601,0.00
26.604,0.00
26.608,0.00
26.611,0.00
26.615,0.00
26.618,0.00
26.622,0.00
26.625,0.00
26.629,2.00
26.632,0.00
26.636,0.00
26.640,6.00
26.643,0.00
26.647,0.00
26.650,174.34
26.654,0.00
26.657,0.00
26.661,0.00
26.664,4.00
26.668,0.00
26.671,0.00
26.675,0.00
26.678,0.00
26.682,0.00
26.685,0.00
26.689,23.01
26.692,0.00
26.696,0.00
26.699,0.00
26.703,0.00
26.706,0.00
26.710,0.00
26.713,4.00
26.717,0.00
26.720,0.00
26.724,0.00
26.727,0.00
26.730,4.00
26.734,0.00
26.738,0.00
26.741,0.00
26.745,0.00
26.748,0.00
26.752,0.00
26.755,0.00
26.759,0.00
26.762,0.00
26.766,0.00
26.769,0.00
26.773,0.00
26.776,0.00
26.780,0.00
26.783,0.00
26.787,0.00
26.790,0.00
26.794,0.00
26.797,0.00
26.801,118.16
26.804,0.00
26.808,0.00
26.811,1.00
26.815,0.00
26.818,0.00
26.822,0.00
26.825,0.00
26.829,0.00
26.832,0.00
26.836,5.00
26.839,12.00
26.843,0.00
26.846,0.00
26.850,0.00
26.853,0.00
26.857,0.00
26.860,0.00
26.864,7.00
26.867,0.00
26.871,0.00
26.874,0.00
26.878,0.00
26.881,0.00
26.885,0.00
26.888,0.00
26.892,0.00
26.895,0.00
26.899,0.00
26.902,0.00
26.906,0.00
26.909,0.00
26.913,0.00
26.916,0.00
26.920,0.00
26.922,0.00
26.927,0.00
26.930,0.00
26.934,0.00
26.937,0.00
26.941,8.00
26.944,0.00
26.948,0.00
26.951,0.00
26.955,0.00
26.958,0.00
26.962,0.00
26.965,0.00
26.969,0.00
26.972,0.00
26.976,0.00
26.979,0.00
26.983,206.48
26.986,0.00
26.990,0.00
26.993,0.00
26.997,0.00
27.000,0.00
27.004,0.00
27.007,0.00
27.011,3.00
27.014,0.00
27.018,0.00
27.021,0.00
27.025,0.00
27.028,0.00
27.032,0.00
27.035,0.00
27.039,0.00
27.042,0.00
27.046,0.00
27.049,0.00
27.053,0.00
27.056,0.00
27.060,0.00
27.063,0.00
27.067,3.00
27.070,6.00
27.074,0.00
27.077,0.00
27.081,0.00
27.084,0.00
27.088,0.00
27.091,0.00
27.095,0.00
27.098,0.00
27.102,0.00
27.105,0.00
27.109,0.00
27.112,0.00
27.116,0.00
27.119,0.00
27.123,0.00
27.126,1.00
27.130,0.00
27.133,0.00
27.137,0.00
27.140,0.00
27.144,0.00
27.147,0.00
27.151,0.00
27.154,0.00
27.158,0.00
27.161,0.00
27.165,3.00
27.168,4.00
27.172,0.00
27.175,0.00
27.178,0.00
27.182,0.00
27.186,0.00
27.189,0.00
27.193,0.00
27.196,0.00
27.200,0.00
27.203,0.00
27.207,0.00
27.210,0.00
27.214,0.00
27.218,4.00
27.221,0.00
27.225,0.00
27.228,7.00
27.232,0.00
27.235,0.00
27.239,0.00
27.242,0.00
27.246,0.00
27.249,0.00
27.253,0.00
27.256,0.00
27.260,0.00
27.263,0.00
27.267,0.00
27.270,0.00
27.274,0.00
27.277,7.00
27.281,3.00
27.284,0.00
27.288,0.00
27.291,10.00
27.295,1.00
27.298,0.00
27.302,0.00
27.305,0.00
27.309,0.00
27.312,0.00
27.316,0.00
27.319,0.00
27.323,0.00
27.326,93.10
27.330,10.00
27.333,0.00
27.337,0.00
27.340,0.00
27.344,0.00
27.347,3.00
27.351,0.00
27.354,0.00
27.358,12.00
27.361,0.00
27.365,0.00
27.368,2.00
27.372,0.00
27.375,0.00
27.379,0.00
27.382,0.00
27.386,0.00
27.389,3.00
27.393,0.00
27.396,0.00
27.400,0.00
27.403,0.00
27.407,1.00
27.410,0.00
27.414,0.00
27.417,0.00
27.421,0.00
27.424,0.00
27.428,0.00
27.431,0.00
27.434,0.00
27.438,0.00
27.442,0.00
27.445,0.00
27.449,69.05
27.452,0.00
27.456,0.00
27.459,0.00
27.463,0.00
27.466,0.00
27.470,0.00
27.473,0.00
27.477,0.00
27.480,0.00
27.484,0.00
27.487,0.00
27.491,0.00
27.494,0.00
27.498,0.00
27.501,0.00
27.505,0.00
27.508,0.00
27.512,0.00
27.515,0.00
27.519,6.00
27.522,0.00
27.526,0.00
27.529,0.00
27.533,0.00
27.536,0.00
27.540,0.00
27.543,0.00
27.547,0.00
27.550,0.00
27.554,0.00
27.557,0.00
27.561,0.00
27.564,0.00
27.568,0.00
27.571,0.00
27.575,0.00
27.578,0.00
27.582,0.00
27.585,0.00
27.589,0.00
27.592,0.00
27.596,0.00
27.599,0.00
27.603,0.00
27.606,0.00
27.610,0.00
27.613,0.00
27.617,0.00
27.620,0.00
27.624,0.00
27.626,0.00
27.631,0.00
27.634,12.00
27.638,0.00
27.641,128.18
27.645,6.00
27.648,1.00
27.652,0.00
27.655,6.00
27.659,3.00
27.662,0.00
27.666,69.05
27.669,0.00
27.673,0.00
27.676,0.00
27.680,0.00
27.683,0.00
27.687,2.00
27.690,0.00
27.694,0.00
27.697,0.00
27.701,0.00
27.704,0.00
27.708,0.00
27.711,0.00
27.715,0.00
27.718,0.00
27.722,0.00
27.725,0.00
27.729,0.00
27.732,0.00
27.736,2.00
27.739,0.00
27.743,74.06
27.746,2.00
27.750,0.00
27.753,1.00
27.757,0.00
27.760,0.00
27.764,0.00
27.767,54.03
27.771,2.00
27.774,0.00
27.778,0.00
27.781,0.00
27.785,0.00
27.788,0.00
27.792,0.00
27.795,0.00
27.799,0.00
27.803,9.00
27.806,0.00
27.810,0.00
27.813,0.00
27.817,0.00
27.820,0.00
27.824,0.00
27.827,0.00
27.831,0.00
27.834,0.00
27.838,0.00
27.841,0.00
27.845,0.00
27.848,0.00
27.852,0.00
27.855,0.00
27.859,0.00
27.862,0.00
27.866,0.00
27.869,0.00
27.873,0.00
27.876,0.00
27.880,0.00
27.882,0.00
27.887,0.00
27.890,0.00
27.894,0.00
27.897,0.00
27.901,94.10
27.904,1.00
27.908,0.00
27.911,0.00
27.915,0.00
27.918,0.00
27.922,0.00
27.925,0.00
27.929,0.00
27.932,0.00
27.936,0.00
27.939,0.00
27.943,0.00
27.946,0.00
27.950,0.00
27.953,0.00
27.957,0.00
27.960,0.00
27.964,0.00
27.967,0.00
27.971,0.00
27.974,0.00
27.978,0.00
27.981,1.00
27.985,0.00
27.988,0.00
27.992,0.00
27.995,0.00
27.999,0.00
28.002,0.00
28.006,0.00
28.009,0.00
28.013,0.00
28.016,0.00
28.020,0.00
28.023,0.00
28.027,0.00
28.030,0.00
28.034,0.00
28.037,3.00
28.041,0.00
28.044,0.00
28.048,0.00
28.051,0.00
28.055,0.00
28.058,0.00
28.062,0.00
28.065,0.00
28.069,0.00
28.072,0.00
28.076,0.00
28.079,9.00
28.083,0.00
28.086,0.00
28.090,0.00
28.093,0.00
28.097,0.00
28.100,0.00
28.104,0.00
28.107,0.00
28.111,0.00
28.114,0.00
28.118,0.00
28.121,0.00
28.125,0.00
28.128,0.00
28.132,0.00
28.135,2.00
28.138,0.00
28.142,0.00
28.146,7.00
28.149,0.00
28.153,0.00
28.156,0.00
28.160,0.00
28.163,0.00
28.167,0.00
28.170,0.00
28.174,9.00
28.177,0.00
28.181,0.00
28.184,0.00
28.188,0.00
28.191,0.00
28.195,714.68
28.198,0.00
28.202,0.00
28.205,0.00
28.209,0.00
28.212,0.00
28.216,6.00
28.219,0.00
28.223,0.00
28.226,0.00
28.230,0.00
28.233,0.00
28.237,0.00
28.240,0.00
28.244,0.00
28.247,11.00
28.251,0.00
28.254,6.00
28.258,0.00
28.261,0.00
28.265,0.00
28.268,0.00
28.272,0.00
28.275,0.00
28.279,0.00
28.282,0.00
28.286,0.00
28.289,0.00
28.293,0.00
28.296,0.00
28.300,0.00
28.303,4.00
28.307,3.00
28.310,0.00
28.314,0.00
28.317,0.00
28.321,0.00
28.324,0.00
28.328,0.00
28.330,0.00
28.335,0.00
28.338,0.00
28.342,0.00
28.345,9.00
28.349,0.00
28.352,0.00
28.356,0.00
28.359,0.00
28.363,0.00
28.366,0.00
28.370,0.00
28.373,0.00
28.377,0.00
28.380,1.00
28.384,6.00
28.388,0.00
28.391,0.00
28.394,0.00
28.398,0.00
28.402,0.00
28.405,0.00
28.409,0.00
28.412,0.00
28.416,0.00
28.419,0.00
28.423,0.00
28.426,0.00
28.430,0.00
28.433,0.00
28.437,0.00
28.440,2.00
28.444,0.00
28.447,0.00
28.451,0.00
28.454,0.00
28.458,15.00
28.461,0.00
28.465,0.00
28.468,0.00
28.472,0.00
28.475,0.00
28.479,0.00
28.482,215.52
28.486,0.00
28.489,0.00
28.493,0.00
28.496,0.00
28.500,0.00
28.503,0.00
28.507,0.00
28.510,0.00
28.514,0.00
28.517,0.00
28.521,0.00
28.524,0.00
28.528,0.00
28.531,1.00
28.535,0.00
28.538,0.00
28.542,0.00
28.545,0.00
28.549,0.00
28.552,0.00
28.556,0.00
28.559,0.00
28.563,0.00
28.566,0.00
28.570,0.00
28.573,0.00
28.577,0.00
28.580,0.00
28.584,0.00
28.586,0.00
28.591,0.00
28.594,0.00
28.598,11.00
28.601,0.00
28.605,0.00
28.608,0.00
28.612,0.00
28.615,0.00
28.619,0.00
28.622,0.00
28.626,0.00
28.629,0.00
28.633,0.00
28.636,0.00
28.640,0.00
28.643,0.00
28.647,0.00
28.650,0.00
28.654,0.00
28.657,6.00
28.661,0.00
28.664,0.00
28.668,0.00
28.671,0.00
28.675,71.06
28.678,0.00
28.682,0.00
28.685,0.00
28.689,188.40
28.692,0.00
28.696,0.00
28.699,0.00
28.703,0.00
28.706,0.00
28.710,1.00
28.713,0.00
28.717,0.00
28.720,0.00
28.724,0.00
28.727,0.00
28.731,0.00
28.734,0.00
28.738,0.00
28.741,0.00
28.745,0.00
28.748,0.00
28.752,0.00
28.755,0.00
28.759,0.00
28.762,0.00
28.766,0.00
28.769,0.00
28.773,0.00
28.776,0.00
28.780,0.00
28.783,0.00
28.787,0.00
28.790,0.00
28.794,0.00
28.797,0.00
28.801,0.00
28.804,0.00
28.808,0.00
28.811,0.00
28.815,0.00
28.818,0.00
28.822,0.00
28.825,0.00
28.829,1.00
28.832,0.00
28.836,0.00
28.839,0.00
28.842,0.00
28.846,0.00
28.850,0.00
28.853,0.00
28.857,0.00
28.860,0.00
28.864,0.00
28.867,0.00
28.871,0.00
28.874,0.00
28.878,0.00
28.881,0.00
28.885,0.00
28.888,0.00
28.892,0.00
28.895,0.00
28.899,0.00
28.902,0.00
28.906,10.00
28.909,0.00
28.913,0.00
28.916,0.00
28.920,0.00
28.923,9.00
28.927,0.00
28.930,0.00
28.934,0.00
28.937,14.00
28.941,1.00
28.944,0.00
28.948,2.00
28.951,0.00
28.955,55.03
28.958,0.00
28.962,0.00
28.965,0.00
28.969,0.00
28.973,7.00
28.976,0.00
28.980,4.00
28.983,0.00
28.987,0.00
28.990,0.00
28.994,0.00
28.997,0.00
29.001,0.00
29.004,203.46
29.008,0.00
29.011,0.00
29.015,0.00
29.018,0.00
29.022,0.00
29.025,0.00
29.029,0.00
29.032,0.00
29.036,0.00
29.039,0.00
29.043,0.00
29.046,2.00
29.050,0.00
29.053,0.00
29.057,0.00
29.060,0.00
29.064,0.00
29.067,0.00
29.071,0.00
29.074,0.00
29.078,0.00
29.081,0.00
29.085,0.00
29.088,0.00
29.092,0.00
29.095,0.00
29.098,13.00
29.102,0.00
29.106,0.00
29.109,0.00
29.113,0.00
29.116,0.00
29.120,0.00
29.123,0.00
29.127,0.00
29.130,0.00
29.134,0.00
29.137,0.00
29.141,0.00
29.144,0.00
29.148,0.00
29.151,0.00
29.155,0.00
29.158,0.00
29.162,0.00
29.165,0.00
29.169,0.00
29.172,0.00
29.176,1.00
29.179,0.00
29.183,0.00
29.186,45.02
29.190,0.00
29.193,0.00
29.197,0.00
29.200,9.00
29.204,0.00
29.207,0.00
29.211,0.00
29.214,0.00
29.218,0.00
29.221,0.00
29.225,0.00
29.228,0.00
29.232,0.00
29.235,0.00
29.239,0.00
29.242,0.00
29.246,0.00
29.249,0.00
29.253,0.00
29.256,0.00
29.260,0.00
29.263,0.00
29.267,7.00
29.270,0.00
29.274,0.00
29.277,0.00
29.281,0.00
29.284,1.00
29.288,0.00
29.290,0.00
29.295,0.00
29.298,0.00
29.302,0.00
29.305,0.00
29.309,0.00
29.312,1.00
29.316,0.00
29.319,0.00
29.323,0.00
29.326,0.00
29.330,0.00
29.333,0.00
29.337,0.00
29.340,0.00
29.344,0.00
29.347,0.00
29.351,0.00
29.354,0.00
29.358,0.00
29.361,0.00
29.365,0.00
29.368,0.00
29.372,0.00
29.375,0.00
29.379,58.04
29.382,0.00
29.386,0.00
29.389,0.00
29.393,8.00
29.396,0.00
29.400,0.00
29.403,0.00
29.407,0.00
29.410,0.00
29.414,94.10
29.417,0.00
29.421,0.00
29.424,0.00
29.428,2.00
29.431,10.00
29.435,0.00
29.438,0.00
29.442,0.00
29.445,0.00
29.449,0.00
29.452,0.00
29.456,0.00
29.459,0.00
29.463,0.00
29.466,0.00
29.470,0.00
29.473,0.00
29.477,0.00
29.480,0.00
29.484,0.00
29.487,0.00
29.491,0.00
29.494,0.00
29.498,0.00
29.501,0.00
29.505,0.00
29.508,0.00
29.512,0.00
29.515,0.00
29.519,0.00
29.522,0.00
29.526,0.00
29.529,0.00
29.533,199.44
29.536,0.00
29.540,0.00
29.543,0.00
29.546,0.00
29.551,0.00
29.554,0.00
29.558,0.00
29.561,0.00
29.565,0.00
29.568,0.00
29.572,0.00
29.575,0.00
29.579,0.00
29.582,0.00
29.586,8.00
29.589,0.00
29.593,0.00
29.596,4.00
29.600,0.00
29.603,0.00
29.607,0.00
29.610,0.00
29.614,0.00
29.617,0.00
29.621,0.00
29.624,2.00
29.628,1.00
29.631,0.00
29.635,0.00
29.638,0.00
29.642,0.00
29.645,0.00
29.649,0.00
29.652,0.00
29.656,0.00
29.659,0.00
29.663,0.00
29.666,0.00
29.670,0.00
29.673,0.00
29.677,0.00
29.680,0.00
29.684,0.00
29.687,722.80
29.691,0.00
29.694,0.00
29.698,0.00
29.701,0.00
29.705,0.00
29.708,0.00
29.712,113.14
29.715,2.00
29.719,0.00
29.722,0.00
29.726,0.00
29.729,8.00
29.733,0.00
29.736,6.00
29.740,0.00
29.743,0.00
29.747,0.00
29.750,0.00
29.754,0.00
29.757,0.00
29.761,0.00
29.764,1.00
29.768,0.00
29.771,0.00
29.775,0.00
29.778,0.00
29.782,0.00
29.785,2.00
29.789,0.00
29.792,0.00
29.796,0.00
29.799,0.00
29.802,0.00
29.806,1.00
29.810,0.00
29.813,9.00
29.817,0.00
29.820,0.00
29.824,0.00
29.827,0.00
29.831,0.00
29.834,0.00
29.838,0.00
29.841,0.00
29.845,0.00
29.848,0.00
29.852,0.00
29.855,0.00
29.859,0.00
29.862,0.00
29.866,0.00
29.869,0.00
29.873,0.00
29.876,59.04
29.880,0.00
29.883,0.00
29.887,3.00
29.890,0.00
29.894,0.00
29.897,0.00
29.901,0.00
29.904,0.00
29.908,0.00
29.911,68.05
29.915,32.01
29.918,0.00
29.922,0.00
29.925,0.00
29.929,0.00
29.932,0.00
29.936,0.00
29.939,0.00
29.943,0.00
29.946,8.00
29.950,0.00
29.953,0.00
29.957,0.00
29.960,0.00
29.964,0.00
29.967,0.00
29.971,258.75
29.974,9.00
29.978,0.00
29.981,0.00
29.985,0.00
29.988,0.00
29.992,0.00
29.994,0.00
29.999,0.00
30.002,0.00
30.006,0.00
30.009,0.00
30.013,0.00
30.016,0.00
30.020,0.00
30.023,0.00
30.027,26.01
30.030,48.03
30.034,0.00
30.037,0.00
30.041,0.00
30.044,8.00
30.048,0.00
30.051,0.00
30.055,0.00
30.058,0.00
30.062,0.00
30.065,0.00
30.069,0.00
30.072,0.00
30.076,0.00
30.079,0.00
30.083,0.00
30.086,0.00
30.090,0.00
30.093,0.00
30.097,0.00
30.100,0.00
30.104,0.00
30.107,0.00
30.111,0.00
30.114,0.00
30.118,0.00
30.121,0.00
30.125,0.00
30.128,0.00
30.132,8.00
30.136,0.00
30.139,0.00
30.143,0.00
30.146,0.00
30.150,0.00
30.153,6.00
30.157,0.00
30.160,4.00
30.164,0.00
30.167,0.00
30.171,0.00
30.174,0.00
30.178,0.00
30.181,0.00
30.185,0.00
30.188,0.00
30.192,0.00
30.195,6.00
30.199,0.00
30.202,0.00
30.206,0.00
30.209,0.00
30.213,0.00
30.216,0.00
30.220,0.00
30.223,0.00
30.227,0.00
30.230,0.00
30.234,0.00
30.237,0.00
30.241,0.00
30.244,0.00
30.248,0.00
30.250,64.05
30.255,0.00
30.258,0.00
30.262,0.00
30.265,3.00
30.269,0.00
30.272,0.00
30.276,0.00
30.279,0.00
30.283,0.00
30.286,0.00
30.290,0.00
30.293,0.00
30.297,2.00
30.300,0.00
30.304,0.00
30.307,0.00
30.311,0.00
30.314,0.00
30.318,0.00
30.321,0.00
30.325,0.00
30.328,0.00
30.332,0.00
30.335,0.00
30.339,0.00
30.342,0.00
30.346,0.00
30.349,0.00
30.353,185.38
30.356,0.00
30.360,0.00
30.363,0.00
30.367,0.00
30.370,0.00
30.374,0.00
30.377,11.00
30.381,0.00
30.384,0.00
30.388,0.00
30.391,0.00
30.395,0.00
30.398,0.00
30.402,0.00
30.405,0.00
30.409,0.00
30.412,0.00
30.416,0.00
30.419,0.00
30.423,0.00
30.426,0.00
30.430,0.00
30.433,0.00
30.437,0.00
30.440,0.00
30.444,0.00
30.447,0.00
30.451,0.00
30.454,0.00
30.458,0.00
30.461,0.00
30.465,0.00
30.468,3.00
30.472,0.00
30.475,0.00
30.479,2.00
30.482,0.00
30.486,0.00
30.489,0.00
30.493,0.00
30.496,1.00
30.500,0.00
30.503,0.00
30.506,0.00
30.510,0.00
30.514,0.00
30.517,10.00
30.521,0.00
30.524,0.00
30.528,0.00
30.531,0.00
30.535,13.00
30.538,0.00
30.542,0.00
30.545,0.00
30.549,0.00
30.552,0.00
30.556,0.00
30.559,0.00
30.563,2.00
30.566,0.00
30.570,0.00
30.573,0.00
30.577,0.00
30.580,0.00
30.584,0.00
30.587,0.00
30.591,0.00
30.594,0.00
30.598,0.00
30.601,0.00
30.605,0.00
30.608,0.00
30.612,0.00
30.615,0.00
30.619,37.02
30.622,31.01
30.626,8.00
30.629,0.00
30.633,0.00
30.636,0.00
30.640,0.00
30.643,0.00
30.647,0.00
30.650,0.00
30.654,0.00
30.657,0.00
30.661,0.00
30.664,0.00
30.668,0.00
30.671,0.00
30.675,0.00
30.678,0.00
30.682,0.00
30.685,1.00
30.689,0.00
30.692,0.00
30.696,0.00
30.698,0.00
30.703,0.00
30.706,0.00
30.710,0.00
30.713,0.00
30.717,0.00
30.721,0.00
30.724,0.00
30.728,0.00
30.731,0.00
30.735,14.00
30.738,0.00
30.742,0.00
30.745,0.00
30.749,0.00
30.752,0.00
30.756,0.00
30.759,0.00
30.762,0.00
30.766,0.00
30.770,0.00
30.773,0.00
30.777,0.00
30.780,0.00
30.784,0.00
30.787,0.00
30.791,10.00
30.794,0.00
30.798,0.00
30.801,0.00
30.805,0.00
30.808,0.00
30.812,2.00
30.815,1.00
30.819,0.00
30.822,0.00
30.826,0.00
30.829,0.00
30.833,0.00
30.836,0.00
30.840,0.00
30.843,0.00
30.847,0.00
30.850,0.00
30.854,0.00
30.857,0.00
30.861,0.00
30.864,0.00
30.868,9.00
30.871,0.00
30.875,0.00
30.878,0.00
30.882,0.00
30.885,0.00
30.889,0.00
30.892,0.00
30.896,0.00
30.899,0.00
30.903,0.00
30.906,0.00
30.910,0.00
30.913,0.00
30.917,2.00
30.920,0.00
30.924,0.00
30.927,0.00
30.931,0.00
30.934,0.00
30.938,0.00
30.941,0.00
30.945,0.00
30.948,0.00
30.952,0.00
30.954,6.00
30.959,0.00
30.962,0.00
30.966,0.00
30.969,0.00
30.973,0.00
30.976,0.00
30.980,0.00
30.983,0.00
30.987,255.73
30.990,0.00
30.994,0.00
30.997,0.00
31.001,0.00
31.004,0.00
31.008,0.00
31.011,0.00
31.015,0.00
31.018,0.00
31.022,0.00
31.025,0.00
31.029,0.00
31.032,0.00
31.036,0.00
31.039,0.00
31.043,0.00
31.046,0.00
31.050,7.00
31.053,0.00
31.057,0.00
31.060,0.00
31.064,8.00
31.067,0.00
31.071,0.00
31.074,0.00
31.078,0.00
31.081,0.00
31.085,0.00
31.088,0.00
31.092,0.00
31.095,0.00
31.099,0.00
31.102,0.00
31.106,0.00
31.109,0.00
31.113,0.00
31.116,0.00
31.120,0.00
31.123,0.00
31.127,0.00
31.130,4.00
31.134,0.00
31.137,0.00
31.141,0.00
31.144,0.00
31.148,0.00
31.151,0.00
31.155,0.00
31.158,0.00
31.162,0.00
31.165,0.00
31.169,0.00
31.172,0.00
31.176,59.04
31.179,0.00
31.183,0.00
31.186,0.00
31.190,0.00
31.193,0.00
31.197,0.00
31.200,0.00
31.204,0.00
31.207,0.00
31.210,0.00
31.214,0.00
31.218,17.00
31.221,0.00
31.225,0.00
31.228,67.05
31.232,0.00
31.235,0.00
31.239,0.00
31.242,0.00
31.246,1.00
31.249,0.00
31.253,0.00
31.256,0.00
31.260,0.00
31.263,0.00
31.267,0.00
31.270,0.00
31.274,0.00
31.277,0.00
31.281,0.00
31.284,0.00
31.288,0.00
31.291,0.00
31.295,0.00
31.298,0.00
31.302,0.00
31.306,0.00
31.309,0.00
31.313,0.00
31.316,1.00
31.320,0.00
31.323,0.00
31.327,0.00
31.330,0.00
31.334,1.00
31.337,0.00
31.341,0.00
31.344,0.00
31.348,0.00
31.351,0.00
31.355,0.00
31.358,2.00
31.362,0.00
31.365,0.00
31.369,1.00
31.372,0.00
31.376,0.00
31.379,0.00
31.383,0.00
31.386,0.00
31.390,0.00
31.393,0.00
31.397,0.00
31.400,0.00
31.404,0.00
31.407,0.00
31.411,0.00
31.414,0.00
31.418,0.00
31.421,0.00
31.425,0.00
31.428,0.00
31.432,0.00
31.435,0.00
31.439,0.00
31.442,0.00
31.446,0.00
31.449,0.00
31.453,0.00
31.456,0.00
31.460,0.00
31.463,0.00
31.466,0.00
31.470,0.00
31.474,0.00
31.477,0.00
31.481,0.00
31.484,0.00
31.488,340.29
31.491,2.00
31.495,0.00
31.498,0.00
31.502,0.00
31.505,0.00
31.509,3.00
31.512,0.00
31.516,0.00
31.519,0.00
31.523,0.00
31.526,0.00
31.530,0.00
31.533,0.00
31.537,0.00
31.540,0.00
31.544,0.00
31.547,0.00
31.551,0.00
31.554,0.00
31.558,0.00
31.561,0.00
31.565,0.00
31.568,0.00
31.572,0.00
31.575,0.00
31.579,9.00
31.582,0.00
31.586,0.00
31.589,0.00
31.593,0.00
31.596,0.00
31.600,0.00
31.603,0.00
31.607,0.00
31.610,0.00
31.614,0.00
31.617,0.00
31.621,0.00
31.624,0.00
31.628,0.00
31.631,0.00
31.635,0.00
31.638,0.00
31.642,0.00
31.645,0.00
31.649,0.00
31.652,33.01
31.656,17.00
31.658,0.00
31.663,0.00
31.666,0.00
31.670,0.00
31.673,0.00
31.677,0.00
31.680,0.00
31.684,0.00
31.687,0.00
31.691,0.00
31.694,0.00
31.698,0.00
31.701,560.50
31.705,4.00
31.708,0.00
31.712,262.77
31.715,0.00
31.719,0.00
31.722,0.00
31.726,0.00
31.729,0.00
31.733,0.00
31.736,0.00
31.740,0.00
31.743,0.00
31.747,10.00
31.750,0.00
31.754,0.00
31.757,0.00
31.761,0.00
31.764,0.00
31.768,0.00
31.771,243.66
31.775,0.00
31.778,0.00
31.782,0.00
31.785,0.00
31.789,0.00
31.792,0.00
31.796,0.00
31.799,0.00
